sample_id,task_id,ground_truth,base_nll,single0_nll,single1_nll,pair_l2_nll,pair_direct_sum_nll,rank16_nll,base_prediction,single0_prediction,single1_prediction,pair_l2_prediction,pair_direct_sum_prediction,rank16_prediction,base_correct,single0_correct,single1_correct,pair_l2_correct,pair_direct_sum_correct,rank16_correct,best_single_selection,best_single_nll,best_single_correct,pair_best_selection,pair_best_nll,pair_best_correct,synergy,pair_minus_rank16_nll,pair_exclusive_nll,oracle_a_selection,oracle_a_nll,oracle_a_correct,oracle_b_selection,oracle_b_nll,oracle_b_correct
UCIT/ImageNet-R:1412,UCIT/ImageNet-R,Castle,0.45699450373649597,0.0028441378381103277,0.33123788237571716,0.0018593646818771958,0.0007790845702402294,0.002369926543906331,Castle,Castle,Castle,Castle,Castle,Castle,True,True,True,True,True,True,single0,0.0028441378381103277,True,pair_direct_sum,0.0007790845702402294,True,0.0020650532678700984,-0.0015908419736661017,True,pair_direct_sum,0.0007790845702402294,True,pair_direct_sum,0.0007790845702402294,True
UCIT/ImageNet-R:1413,UCIT/ImageNet-R,Volcano,1.4476011991500854,0.005021452903747559,1.184839129447937,0.005489705596119165,0.00960699561983347,0.0030537955462932587,Paper,Volcano,Paper,Volcano,Volcano,Volcano,False,True,False,True,True,True,single0,0.005021452903747559,True,pair_l2,0.005489705596119165,True,-0.0004682526923716068,0.0024359100498259068,False,single0,0.005021452903747559,True,rank16,0.0030537955462932587,True
UCIT/ImageNet-R:1414,UCIT/ImageNet-R,Strawberry,2.1716814041137695,1.128400444984436,2.3828701972961426,0.8558201789855957,1.3140696287155151,1.2829586267471313,Cake,Candle,Cake,Candle,Candle,Candle,False,False,False,False,False,False,single0,1.128400444984436,False,pair_l2,0.8558201789855957,False,0.27258026599884033,-0.42713844776153564,True,pair_l2,0.8558201789855957,False,pair_l2,0.8558201789855957,False
UCIT/ImageNet-R:1415,UCIT/ImageNet-R,Hammer,2.5168745517730713,0.016369052231311798,2.6514041423797607,0.015890849754214287,0.014538361690938473,0.032623544335365295,Statue,Hammer,Statue,Hammer,Hammer,Hammer,False,True,False,True,True,True,single0,0.016369052231311798,True,pair_direct_sum,0.014538361690938473,True,0.0018306905403733253,-0.018085182644426823,True,pair_direct_sum,0.014538361690938473,True,pair_direct_sum,0.014538361690938473,True
UCIT/ImageNet-R:1416,UCIT/ImageNet-R,Pomegranate,2.8974626064300537,0.6369166970252991,3.2218329906463623,0.7191499471664429,0.6344857215881348,0.35605388879776,Tattoo,Shield,Tattoo,Shield,Shield,Shield,False,False,False,False,False,False,single0,0.6369166970252991,False,pair_direct_sum,0.6344857215881348,False,0.0024309754371643066,0.27843183279037476,False,pair_direct_sum,0.6344857215881348,False,rank16,0.35605388879776,False
UCIT/ImageNet-R:1417,UCIT/ImageNet-R,Tennis ball,1.0383771657943726,0.00292287883348763,1.2618612051010132,0.0035414984449744225,0.0014667223440483212,0.0013097092742100358,Tennis racket,Tennis ball,Cartoon,Tennis ball,Tennis ball,Tennis ball,False,True,False,True,True,True,single0,0.00292287883348763,True,pair_direct_sum,0.0014667223440483212,True,0.0014561564894393086,0.00015701306983828545,False,pair_direct_sum,0.0014667223440483212,True,rank16,0.0013097092742100358,True
UCIT/ImageNet-R:1418,UCIT/ImageNet-R,Weimaraner,2.271778106689453,0.02557540312409401,2.642094135284424,0.07382360845804214,0.015801705420017242,0.014200953766703606,Dog,Weimaraner,Dog,Weimaraner,Weimaraner,Weimaraner,False,True,False,True,True,True,single0,0.02557540312409401,True,pair_direct_sum,0.015801705420017242,True,0.009773697704076767,0.0016007516533136368,False,pair_direct_sum,0.015801705420017242,True,rank16,0.014200953766703606,True
UCIT/ImageNet-R:1419,UCIT/ImageNet-R,Ostrich,0.8565923571586609,0.08831782639026642,0.7770243883132935,0.15865644812583923,0.06348363310098648,0.10792279988527298,Statue,Ostrich,Statue,Ostrich,Ostrich,Ostrich,False,True,False,True,True,True,single0,0.08831782639026642,True,pair_direct_sum,0.06348363310098648,True,0.024834193289279938,-0.0444391667842865,True,pair_direct_sum,0.06348363310098648,True,pair_direct_sum,0.06348363310098648,True
UCIT/ImageNet-R:1420,UCIT/ImageNet-R,Strawberry,0.13756278157234192,0.00018652442668098956,0.10142127424478531,7.804100459907204e-05,7.13070621713996e-05,6.296476203715429e-05,Strawberry,Strawberry,Strawberry,Strawberry,Strawberry,Strawberry,True,True,True,True,True,True,single0,0.00018652442668098956,True,pair_direct_sum,7.13070621713996e-05,True,0.00011521736450958997,8.342300134245306e-06,False,pair_direct_sum,7.13070621713996e-05,True,rank16,6.296476203715429e-05,True
UCIT/ImageNet-R:1421,UCIT/ImageNet-R,Scorpion,0.49861469864845276,0.0005215657292865217,0.56447434425354,0.0003822671715170145,0.00029418955091387033,7.68835234339349e-05,Paper scorpion,Scorpion,Paper,Scorpion,Scorpion,Scorpion,False,True,False,True,True,True,single0,0.0005215657292865217,True,pair_direct_sum,0.00029418955091387033,True,0.00022737617837265134,0.00021730602747993544,False,pair_direct_sum,0.00029418955091387033,True,rank16,7.68835234339349e-05,True
UCIT/ImageNet-R:1422,UCIT/ImageNet-R,Chimpanzee,2.741197347640991,0.010140877217054367,3.04020619392395,0.03613760694861412,0.0038178605027496815,0.03279948607087135,Monkey,Chimpanzee,Monkey,Chimpanzee,Chimpanzee,Chimpanzee,False,True,False,True,True,True,single0,0.010140877217054367,True,pair_direct_sum,0.0038178605027496815,True,0.006323016714304686,-0.02898162556812167,True,pair_direct_sum,0.0038178605027496815,True,pair_direct_sum,0.0038178605027496815,True
UCIT/ImageNet-R:1423,UCIT/ImageNet-R,American lobster,2.699925184249878,0.0041078561916947365,3.2653050422668457,0.004487051162868738,0.0007903929799795151,0.0003940211026929319,Crab,American lobster,Crab,American lobster,American lobster,American lobster,False,True,False,True,True,True,single0,0.0041078561916947365,True,pair_direct_sum,0.0007903929799795151,True,0.0033174632117152214,0.0003963718772865832,False,pair_direct_sum,0.0007903929799795151,True,rank16,0.0003940211026929319,True
UCIT/ImageNet-R:1424,UCIT/ImageNet-R,Dalmatian,2.6887264251708984,0.0008403736865147948,2.9705209732055664,0.0002927557798102498,0.0008486391161568463,0.000213139908737503,Painting,Dalmatian,Painting,Dalmatian,Dalmatian,Dalmatian,False,True,False,True,True,True,single0,0.0008403736865147948,True,pair_l2,0.0002927557798102498,True,0.000547617906704545,7.961587107274681e-05,False,pair_l2,0.0002927557798102498,True,rank16,0.000213139908737503,True
UCIT/ImageNet-R:1425,UCIT/ImageNet-R,Hippopotamus,0.5610319972038269,0.0002451233740430325,0.523307740688324,0.0011579770362004638,0.00014892253966536373,0.00022410388919524848,Hippo,Hippopotamus,Hippo,Hippopotamus,Hippopotamus,Hippopotamus,False,True,False,True,True,True,single0,0.0002451233740430325,True,pair_direct_sum,0.00014892253966536373,True,9.62008343776688e-05,-7.518134952988476e-05,True,pair_direct_sum,0.00014892253966536373,True,pair_direct_sum,0.00014892253966536373,True
UCIT/ImageNet-R:1426,UCIT/ImageNet-R,Goldfinch,2.837874412536621,0.0014137576799839735,3.0720057487487793,0.0017811569850891829,0.000535796454641968,0.002901581348851323,Bird,Goldfinch,Bird,Goldfinch,Goldfinch,Goldfinch,False,True,False,True,True,True,single0,0.0014137576799839735,True,pair_direct_sum,0.000535796454641968,True,0.0008779612253420055,-0.002365784894209355,True,pair_direct_sum,0.000535796454641968,True,pair_direct_sum,0.000535796454641968,True
UCIT/ImageNet-R:1427,UCIT/ImageNet-R,Lion,0.46949291229248047,0.004063915461301804,0.6807295680046082,0.0009120447793975472,0.0014321095077320933,0.0016398612642660737,Lion,Lion,Statue,Lion,Lion,Lion,True,True,False,True,True,True,single0,0.004063915461301804,True,pair_l2,0.0009120447793975472,True,0.0031518706819042563,-0.0007278164848685265,True,pair_l2,0.0009120447793975472,True,pair_l2,0.0009120447793975472,True
UCIT/ImageNet-R:1428,UCIT/ImageNet-R,Bee,0.281753808259964,0.000247202260652557,0.3623315393924713,0.00010203494457527995,7.597001967951655e-05,0.0004289778880774975,Bee,Bee,Flower,Bee,Bee,Bee,True,True,False,True,True,True,single0,0.000247202260652557,True,pair_direct_sum,7.597001967951655e-05,True,0.00017123224097304046,-0.00035300786839798093,True,pair_direct_sum,7.597001967951655e-05,True,pair_direct_sum,7.597001967951655e-05,True
UCIT/ImageNet-R:1429,UCIT/ImageNet-R,Chimpanzee,2.131633996963501,0.01210428774356842,2.4477381706237793,0.02028379775583744,0.0038578989915549755,0.010556889697909355,Drawing,Chimpanzee,Drawing,Chimpanzee,Chimpanzee,Chimpanzee,False,True,False,True,True,True,single0,0.01210428774356842,True,pair_direct_sum,0.0038578989915549755,True,0.008246388752013445,-0.00669899070635438,True,pair_direct_sum,0.0038578989915549755,True,pair_direct_sum,0.0038578989915549755,True
UCIT/ImageNet-R:1430,UCIT/ImageNet-R,Lion,2.248931884765625,0.029139308258891106,2.4667716026306152,0.009553666226565838,0.01789669319987297,0.030982814729213715,Tattoo,Lion,Tattoo,Lion,Lion,Lion,False,True,False,True,True,True,single0,0.029139308258891106,True,pair_l2,0.009553666226565838,True,0.019585642032325268,-0.021429148502647877,True,pair_l2,0.009553666226565838,True,pair_l2,0.009553666226565838,True
UCIT/ImageNet-R:1431,UCIT/ImageNet-R,Bee,0.4302426278591156,0.0019046738743782043,0.30696016550064087,0.000932904367800802,0.0007732915109954774,0.0075756460428237915,Bee,Bee,Bee,Bee,Bee,Bee,True,True,True,True,True,True,single0,0.0019046738743782043,True,pair_direct_sum,0.0007732915109954774,True,0.001131382363382727,-0.006802354531828314,True,pair_direct_sum,0.0007732915109954774,True,pair_direct_sum,0.0007732915109954774,True
UCIT/ImageNet-R:1432,UCIT/ImageNet-R,Siberian husky,1.4746031761169434,0.0011678836308419704,1.668772578239441,0.002299022860825062,0.0003718530060723424,0.0009326844592578709,Painting,Siberian husky,Painting,Siberian husky,Siberian husky,Siberian husky,False,True,False,True,True,True,single0,0.0011678836308419704,True,pair_direct_sum,0.0003718530060723424,True,0.000796030624769628,-0.0005608314531855285,True,pair_direct_sum,0.0003718530060723424,True,pair_direct_sum,0.0003718530060723424,True
UCIT/ImageNet-R:1433,UCIT/ImageNet-R,Red fox,3.2861013412475586,0.0009897352429106832,4.023165702819824,0.0020104588475078344,0.0003654714673757553,0.00014027205179445446,Mask,Red fox,Mask,Red fox,Red fox,Red fox,False,True,False,True,True,True,single0,0.0009897352429106832,True,pair_direct_sum,0.0003654714673757553,True,0.0006242637755349278,0.00022519941558130085,False,pair_direct_sum,0.0003654714673757553,True,rank16,0.00014027205179445446,True
UCIT/ImageNet-R:1434,UCIT/ImageNet-R,Porcupine,0.9260827898979187,0.00012168660759925842,0.6106282472610474,0.0003205917018931359,4.282315421733074e-05,0.0007282045553438365,Hedgehog,Porcupine,Hedgehog,Porcupine,Porcupine,Porcupine,False,True,False,True,True,True,single0,0.00012168660759925842,True,pair_direct_sum,4.282315421733074e-05,True,7.886345338192768e-05,-0.0006853814011265058,True,pair_direct_sum,4.282315421733074e-05,True,pair_direct_sum,4.282315421733074e-05,True
UCIT/ImageNet-R:1435,UCIT/ImageNet-R,Border collie,2.634795904159546,0.0056124781258404255,2.9897971153259277,0.012768437154591084,0.003992608282715082,0.011244879104197025,Painting,Border collie,Painting,Border collie,Border collie,Border collie,False,True,False,True,True,True,single0,0.0056124781258404255,True,pair_direct_sum,0.003992608282715082,True,0.0016198698431253433,-0.007252270821481943,True,pair_direct_sum,0.003992608282715082,True,pair_direct_sum,0.003992608282715082,True
UCIT/ImageNet-R:1436,UCIT/ImageNet-R,"""dragonfly",4.083484172821045,0.013701769523322582,4.479339599609375,0.14304271340370178,0.0050008418038487434,0.011050445958971977,Flower,"""dragonfly",Flower,"""dragonfly","""dragonfly","""dragonfly",False,True,False,True,True,True,single0,0.013701769523322582,True,pair_direct_sum,0.0050008418038487434,True,0.008700927719473839,-0.006049604155123234,True,pair_direct_sum,0.0050008418038487434,True,pair_direct_sum,0.0050008418038487434,True
UCIT/ImageNet-R:1437,UCIT/ImageNet-R,Head cabbage,5.842197895050049,1.2433452606201172,6.397330284118652,1.335508108139038,1.4488102197647095,0.7378550171852112,Sculpture,Puffer,Sculpture,Puffer,Puffer,Pretzel,False,False,False,False,False,False,single0,1.2433452606201172,False,pair_l2,1.335508108139038,False,-0.0921628475189209,0.5976530909538269,False,single0,1.2433452606201172,False,rank16,0.7378550171852112,False
UCIT/ImageNet-R:1438,UCIT/ImageNet-R,Lemon,2.755535840988159,2.3223280906677246,3.1091177463531494,2.2107348442077637,2.759204864501953,2.5758039951324463,Fruit,Pomegranate,Fruit,Pomegranate,Acorn,Acorn,False,False,False,False,False,False,single0,2.3223280906677246,False,pair_l2,2.2107348442077637,False,0.11159324645996094,-0.3650691509246826,True,pair_l2,2.2107348442077637,False,pair_l2,2.2107348442077637,False
UCIT/ImageNet-R:1439,UCIT/ImageNet-R,Hammerhead,3.111538887023926,0.08003928512334824,3.1366708278656006,0.07950670272111893,0.06590241938829422,0.07947765290737152,Dolphin,Hammerhead,Shark,Hammerhead,Hammerhead,Hammerhead,False,True,False,True,True,True,single0,0.08003928512334824,True,pair_direct_sum,0.06590241938829422,True,0.014136865735054016,-0.013575233519077301,True,pair_direct_sum,0.06590241938829422,True,pair_direct_sum,0.06590241938829422,True
UCIT/ImageNet-R:1440,UCIT/ImageNet-R,Cheeseburger,1.3456130027770996,0.00014681965694762766,1.5236542224884033,0.0004494094755500555,4.896687460131943e-05,9.754092752700672e-05,Hamburger,Cheeseburger,Hamburger,Cheeseburger,Cheeseburger,Cheeseburger,False,True,False,True,True,True,single0,0.00014681965694762766,True,pair_direct_sum,4.896687460131943e-05,True,9.785278234630823e-05,-4.857405292568728e-05,True,pair_direct_sum,4.896687460131943e-05,True,pair_direct_sum,4.896687460131943e-05,True
UCIT/ImageNet-R:1441,UCIT/ImageNet-R,Tennis ball,2.5217065811157227,1.6080878973007202,1.7442998886108398,1.32351553440094,1.6229015588760376,1.5618252754211426,Bird,Acorn,Bird,Acorn,Acorn,Acorn,False,False,False,False,False,False,single0,1.6080878973007202,False,pair_l2,1.32351553440094,False,0.2845723628997803,-0.23830974102020264,True,pair_l2,1.32351553440094,False,pair_l2,1.32351553440094,False
UCIT/ImageNet-R:1442,UCIT/ImageNet-R,Weimaraner,2.2819864749908447,0.060455817729234695,2.5938539505004883,0.0971604436635971,0.04043322429060936,0.022663583979010582,Dog,Weimaraner,Dog,Weimaraner,Weimaraner,Weimaraner,False,True,False,True,True,True,single0,0.060455817729234695,True,pair_direct_sum,0.04043322429060936,True,0.020022593438625336,0.017769640311598778,False,pair_direct_sum,0.04043322429060936,True,rank16,0.022663583979010582,True
UCIT/ImageNet-R:1443,UCIT/ImageNet-R,Hotdog,1.5393314361572266,0.001029847888275981,1.8437169790267944,0.018550802022218704,0.001275078859180212,0.00079204241046682,Hot dog,Hotdog,Hot dog,Hotdog,Hotdog,Hotdog,False,True,False,True,True,True,single0,0.001029847888275981,True,pair_direct_sum,0.001275078859180212,True,-0.00024523097090423107,0.000483036448713392,False,single0,0.001029847888275981,True,rank16,0.00079204241046682,True
UCIT/ImageNet-R:1444,UCIT/ImageNet-R,Eel,3.8806636333465576,0.06727427989244461,4.2456254959106445,0.05347469821572304,0.0622890330851078,0.06508661061525345,Snake,Eel,Snake,Eel,Eel,Eel,False,True,False,True,True,True,single0,0.06727427989244461,True,pair_l2,0.05347469821572304,True,0.013799581676721573,-0.01161191239953041,True,pair_l2,0.05347469821572304,True,pair_l2,0.05347469821572304,True
UCIT/ImageNet-R:1445,UCIT/ImageNet-R,Beacon,3.3284504413604736,0.00016145376139320433,3.811361074447632,0.002050111535936594,4.9786223826231435e-05,0.00019481232448015362,Lighthouse,Beacon,Painting,Beacon,Beacon,Beacon,False,True,False,True,True,True,single0,0.00016145376139320433,True,pair_direct_sum,4.9786223826231435e-05,True,0.0001116675375669729,-0.00014502610065392219,True,pair_direct_sum,4.9786223826231435e-05,True,pair_direct_sum,4.9786223826231435e-05,True
UCIT/ImageNet-R:1446,UCIT/ImageNet-R,Goose,1.7212343215942383,0.01507631316781044,1.9901528358459473,0.012007822282612324,0.005220422521233559,0.01617453806102276,Bird,Goose,Card,Goose,Goose,Goose,False,True,False,True,True,True,single0,0.01507631316781044,True,pair_direct_sum,0.005220422521233559,True,0.009855890646576881,-0.0109541155397892,True,pair_direct_sum,0.005220422521233559,True,pair_direct_sum,0.005220422521233559,True
UCIT/ImageNet-R:1447,UCIT/ImageNet-R,Mushroom,0.057200003415346146,0.0002947043685708195,0.009767006151378155,0.00016416370635852218,5.3490541176870465e-05,0.00019176743808202446,Mushroom,Mushroom,Mushroom,Mushroom,Mushroom,Mushroom,True,True,True,True,True,True,single0,0.0002947043685708195,True,pair_direct_sum,5.3490541176870465e-05,True,0.00024121382739394903,-0.000138276896905154,True,pair_direct_sum,5.3490541176870465e-05,True,pair_direct_sum,5.3490541176870465e-05,True
UCIT/ImageNet-R:1448,UCIT/ImageNet-R,Bell pepper,2.0879387855529785,0.0008171485969796777,2.1314446926116943,0.0017154826782643795,0.00024561668396927416,0.00025340751744806767,Bowl,Bell pepper,Painting,Bell pepper,Bell pepper,Bell pepper,False,True,False,True,True,True,single0,0.0008171485969796777,True,pair_direct_sum,0.00024561668396927416,True,0.0005715319130104035,-7.790833478793502e-06,True,pair_direct_sum,0.00024561668396927416,True,pair_direct_sum,0.00024561668396927416,True
UCIT/ImageNet-R:1449,UCIT/ImageNet-R,Trombone,0.5459303855895996,0.0014523062855005264,0.4459158182144165,0.0009072480024769902,0.00048329884884878993,0.004477940034121275,Trumpet,Trombone,Trumpet,Trombone,Trombone,Trombone,False,True,False,True,True,True,single0,0.0014523062855005264,True,pair_direct_sum,0.00048329884884878993,True,0.0009690074366517365,-0.003994641185272485,True,pair_direct_sum,0.00048329884884878993,True,pair_direct_sum,0.00048329884884878993,True
UCIT/ImageNet-R:1450,UCIT/ImageNet-R,Guinea pig,1.6670235395431519,0.003010950516909361,1.8558359146118164,0.0009001216385513544,0.0017580162966623902,0.012542183510959148,Hamster,Guinea pig,Hamster,Guinea pig,Guinea pig,Guinea pig,False,True,False,True,True,True,single0,0.003010950516909361,True,pair_l2,0.0009001216385513544,True,0.0021108288783580065,-0.011642061872407794,True,pair_l2,0.0009001216385513544,True,pair_l2,0.0009001216385513544,True
UCIT/ImageNet-R:1451,UCIT/ImageNet-R,Starfish,1.954309344291687,0.0002414764167042449,2.1032230854034424,8.90002484084107e-05,8.879991946741939e-05,5.0819417083403096e-05,Star,Starfish,Star,Starfish,Starfish,Starfish,False,True,False,True,True,True,single0,0.0002414764167042449,True,pair_direct_sum,8.879991946741939e-05,True,0.00015267649723682553,3.798050238401629e-05,False,pair_direct_sum,8.879991946741939e-05,True,rank16,5.0819417083403096e-05,True
UCIT/ImageNet-R:1452,UCIT/ImageNet-R,Chimpanzee,1.5680229663848877,0.1965034306049347,1.7926658391952515,0.21825328469276428,0.2386760413646698,0.15424270927906036,Drawing,Gorilla,Drawing,Gorilla,Gorilla,Chimpanzee,False,False,False,False,False,True,single0,0.1965034306049347,False,pair_l2,0.21825328469276428,False,-0.02174985408782959,0.06401057541370392,False,single0,0.1965034306049347,False,rank16,0.15424270927906036,True
UCIT/ImageNet-R:1453,UCIT/ImageNet-R,Chihuahua,0.4453418552875519,0.00041277825948782265,0.4473932087421417,0.0001533057657070458,0.00017789362755138427,0.0005487014423124492,Dog,Chihuahua,Dog,Chihuahua,Chihuahua,Chihuahua,False,True,False,True,True,True,single0,0.00041277825948782265,True,pair_l2,0.0001533057657070458,True,0.00025947249378077686,-0.0003953956766054034,True,pair_l2,0.0001533057657070458,True,pair_l2,0.0001533057657070458,True
UCIT/ImageNet-R:1454,UCIT/ImageNet-R,Red fox,2.5955560207366943,0.03858810290694237,2.770022392272949,0.024187590926885605,0.027284737676382065,0.012965749949216843,Wolf,Red fox,Wolf,Red fox,Red fox,Red fox,False,True,False,True,True,True,single0,0.03858810290694237,True,pair_l2,0.024187590926885605,True,0.014400511980056763,0.011221840977668762,False,pair_l2,0.024187590926885605,True,rank16,0.012965749949216843,True
UCIT/ImageNet-R:1455,UCIT/ImageNet-R,Canoe,0.042148951441049576,0.00024250234127976,0.021288365125656128,0.00011835295299533755,0.00010098938946612179,0.00023020060325507075,Canoe,Canoe,Canoe,Canoe,Canoe,Canoe,True,True,True,True,True,True,single0,0.00024250234127976,True,pair_direct_sum,0.00010098938946612179,True,0.0001415129518136382,-0.00012921121378894895,True,pair_direct_sum,0.00010098938946612179,True,pair_direct_sum,0.00010098938946612179,True
UCIT/ImageNet-R:1456,UCIT/ImageNet-R,Hammerhead,2.714921712875366,0.1449621468782425,2.689517021179199,0.1747341752052307,0.18987049162387848,0.09827292710542679,Shark,Hammerhead,Shark,Great white shark,Great white shark,Hammerhead,False,True,False,False,False,True,single0,0.1449621468782425,True,pair_l2,0.1747341752052307,False,-0.02977202832698822,0.07646124809980392,False,single0,0.1449621468782425,True,rank16,0.09827292710542679,True
UCIT/ImageNet-R:1457,UCIT/ImageNet-R,American egret,3.7584009170532227,0.017382876947522163,3.9713711738586426,0.3196907639503479,0.009790760464966297,0.015817373991012573,Bird,American egret,Bird,Pelican,American egret,American egret,False,True,False,False,True,True,single0,0.017382876947522163,True,pair_direct_sum,0.009790760464966297,True,0.007592116482555866,-0.006026613526046276,True,pair_direct_sum,0.009790760464966297,True,pair_direct_sum,0.009790760464966297,True
UCIT/ImageNet-R:1458,UCIT/ImageNet-R,Steam locomotive,2.3317275047302246,0.0008434957708232105,2.687084674835205,0.00835647713392973,0.0006539236637763679,0.00110621377825737,Tattoo,Steam locomotive,Tattoo,Steam locomotive,Steam locomotive,Steam locomotive,False,True,False,True,True,True,single0,0.0008434957708232105,True,pair_direct_sum,0.0006539236637763679,True,0.00018957210704684258,-0.0004522901144810021,True,pair_direct_sum,0.0006539236637763679,True,pair_direct_sum,0.0006539236637763679,True
UCIT/ImageNet-R:1459,UCIT/ImageNet-R,Sea lion,1.129551649093628,0.002298876876011491,1.1806141138076782,0.011312401853501797,0.001412674318999052,0.0011661015450954437,Seal,Sea lion,Seal,Sea lion,Sea lion,Sea lion,False,True,False,True,True,True,single0,0.002298876876011491,True,pair_direct_sum,0.001412674318999052,True,0.0008862025570124388,0.0002465727739036083,False,pair_direct_sum,0.001412674318999052,True,rank16,0.0011661015450954437,True
UCIT/ImageNet-R:1460,UCIT/ImageNet-R,Tiger,1.203708291053772,0.001170894131064415,1.634851098060608,0.0005739340558648109,0.0003884012112393975,0.0003840736753772944,Tattoo,Tiger,Tattoo,Tiger,Tiger,Tiger,False,True,False,True,True,True,single0,0.001170894131064415,True,pair_direct_sum,0.0003884012112393975,True,0.0007824929198250175,4.327535862103105e-06,False,pair_direct_sum,0.0003884012112393975,True,rank16,0.0003840736753772944,True
UCIT/ImageNet-R:1461,UCIT/ImageNet-R,Hammer,0.7572373747825623,0.0024723117239773273,0.7306859493255615,0.0012280949158594012,0.0014237723080441356,0.005894474219530821,Drawing,Hammer,Drawing,Hammer,Hammer,Hammer,False,True,False,True,True,True,single0,0.0024723117239773273,True,pair_l2,0.0012280949158594012,True,0.0012442168081179261,-0.00466637930367142,True,pair_l2,0.0012280949158594012,True,pair_l2,0.0012280949158594012,True
UCIT/ImageNet-R:1462,UCIT/ImageNet-R,Grey whale,3.357966184616089,0.0166119784116745,4.223405361175537,0.05014518275856972,0.008954059332609177,0.007415708154439926,Whale,Grey whale,Whale,Grey whale,Grey whale,Grey whale,False,True,False,True,True,True,single0,0.0166119784116745,True,pair_direct_sum,0.008954059332609177,True,0.007657919079065323,0.0015383511781692505,False,pair_direct_sum,0.008954059332609177,True,rank16,0.007415708154439926,True
UCIT/ImageNet-R:1463,UCIT/ImageNet-R,Hen,2.2162363529205322,0.00046802303404547274,2.409404754638672,0.0018446790054440498,0.0002199610462412238,0.0006648144917562604,Chicken,Hen,Chicken,Hen,Hen,Hen,False,True,False,True,True,True,single0,0.00046802303404547274,True,pair_direct_sum,0.0002199610462412238,True,0.00024806198780424893,-0.0004448534455150366,True,pair_direct_sum,0.0002199610462412238,True,pair_direct_sum,0.0002199610462412238,True
UCIT/ImageNet-R:1464,UCIT/ImageNet-R,Goldfinch,2.996783494949341,0.0010340212611481547,3.470425844192505,0.0016334858955815434,0.00033628055825829506,0.0013392579276114702,Bird,Goldfinch,Bird,Goldfinch,Goldfinch,Goldfinch,False,True,False,True,True,True,single0,0.0010340212611481547,True,pair_direct_sum,0.00033628055825829506,True,0.0006977407028898597,-0.0010029773693531752,True,pair_direct_sum,0.00033628055825829506,True,pair_direct_sum,0.00033628055825829506,True
UCIT/ImageNet-R:1465,UCIT/ImageNet-R,Accordion,1.2969354391098022,0.0011315611191093922,1.392228603363037,0.0005295448354445398,0.00034651844180189073,0.0002751198480837047,Painting,Accordion,Painting,Accordion,Accordion,Accordion,False,True,False,True,True,True,single0,0.0011315611191093922,True,pair_direct_sum,0.00034651844180189073,True,0.0007850426773075014,7.139859371818602e-05,False,pair_direct_sum,0.00034651844180189073,True,rank16,0.0002751198480837047,True
UCIT/ImageNet-R:1466,UCIT/ImageNet-R,Flute,0.20493151247501373,0.0013020186452195048,0.14125773310661316,0.00045470931218005717,0.0004821718030143529,0.00034609774593263865,Flute,Flute,Flute,Flute,Flute,Flute,True,True,True,True,True,True,single0,0.0013020186452195048,True,pair_l2,0.00045470931218005717,True,0.0008473093330394477,0.00010861156624741852,False,pair_l2,0.00045470931218005717,True,rank16,0.00034609774593263865,True
UCIT/ImageNet-R:1467,UCIT/ImageNet-R,Space shuttle,0.36340439319610596,0.0023299534805119038,0.3971223831176758,0.0021664078813046217,0.0008494360372424126,0.00032068949076347053,Rocket,Space shuttle,Rocket,Space shuttle,Space shuttle,Space shuttle,False,True,False,True,True,True,single0,0.0023299534805119038,True,pair_direct_sum,0.0008494360372424126,True,0.0014805174432694912,0.000528746546478942,False,pair_direct_sum,0.0008494360372424126,True,rank16,0.00032068949076347053,True
UCIT/ImageNet-R:1468,UCIT/ImageNet-R,Hotdog,0.9582850933074951,0.0011741778580471873,1.3026208877563477,0.006337316241115332,0.0010721004800871015,0.0009770087199285626,Hot dog,Hotdog,Hot dog,Hotdog,Hotdog,Hotdog,False,True,False,True,True,True,single0,0.0011741778580471873,True,pair_direct_sum,0.0010721004800871015,True,0.00010207737796008587,9.509176015853882e-05,False,pair_direct_sum,0.0010721004800871015,True,rank16,0.0009770087199285626,True
UCIT/ImageNet-R:1469,UCIT/ImageNet-R,Saint bernard,2.4275319576263428,0.3751924932003021,2.5770599842071533,0.45347410440444946,0.42814135551452637,0.35363954305648804,Stuffed dog,Pug,Stuffed dog,Beagle,Pug,Pug,False,False,False,False,False,False,single0,0.3751924932003021,False,pair_direct_sum,0.42814135551452637,False,-0.05294886231422424,0.07450181245803833,False,single0,0.3751924932003021,False,rank16,0.35363954305648804,False
UCIT/ImageNet-R:1470,UCIT/ImageNet-R,Tabby,3.89099383354187,0.019393010064959526,4.3206281661987305,0.03533713147044182,0.010500732809305191,0.010737637989223003,Cat,Tabby,Cat,Tabby,Tabby,Tabby,False,True,False,True,True,True,single0,0.019393010064959526,True,pair_direct_sum,0.010500732809305191,True,0.008892277255654335,-0.00023690517991781235,True,pair_direct_sum,0.010500732809305191,True,pair_direct_sum,0.010500732809305191,True
